id,title,manufacturer,price,description
b000mfqzoi,pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor's innovative courseware will give you expert training for windows vista and microsoft office 2007. the lessons and exercises includ
b00004ochi,punch! professional home design,punch! software,89.99,punch professional home design suite does something very few home planning applications achieve: it brings together designing both the inter
b000qd9f5w,sims 2 glamour life stuff pack,aspyr media,24.99,in the sims 2: glamour life you'll give your sims a life of glamour and luxury. live the high life with 60 new items including pop-art paint
b000tme1ke,mcafee virusscan plus - 3 user,mcafee,59.99,you love cruising and using the internet. there are hackers out there ready to pounce on you and your computer - causing in all sorts of har
b000lwfbem,mask pro 4.0 1u,onone software,159.95,in any given image you may need more than one tool to get the job done. that's why mask pro 4 provides a complete collection of tools that h
b000lp6jky,roxio toast 8 titanium,roxio,99.95,roxio toast 8 sets the standard for burning cds dvds and now blu-ray discs on the mac. create superior sounding audio cds with crossfades. e
b000bp8alk,home design architect series 3000 v10.0,punch! software,149.95,punch! home design architectural series 3000 combines 22 home design and landscape design software programs into one easy-to-use interface. 
b000edjjhs,individual small business advantage deluxe 2006,individual,49.99,with small business advantage deluxe 2006 is a complete set of marketing tools for entrepreneurs & small business owners. it's the primary t
b000h2can6,finale 2007 academic (win/mac),emedia,350,
b000hbysc8,quickbooks point-of-sale basic 6.0,intuit,799.95,quickbooks point-of-sale basic 6.0 retail management software turns any pc into a cash register that does what no ordinary cash register can
b000ndid44,dreamweaver cs3 9 mac ed 1u,adobe education box,199,dreamweaver cs3 9 mac ed 1u
b0002w30e4,true crime streets of la (mac),aspyr media,19.99,true crime: streets of la takes you into the life of nick kang a cop whose lethal skills earn him a dangerous job. he's going deep undercove
b000fzz77q,learn english (win/mac) (jewel case),fogware publishing,9.99,esl - learn english (win 2000 xp/mac 10.3.8 or later)
b0002ibev4,caillou magical adventures,brighter minds media inc.,19.99,with caillou magical adventures children will learn about life one magical adventure at a time. join the young caillou on his great learning
b000bckm46,corefx three level,core learning,59.95,corefx is suitable for beginners to advanced users of both computers and art and design. right from the opening page users will find the ins
b000bsf1iw,space (dvd) (pc & mac),fogware publishing,29.99,with the space dvd you'll venture into space and explore what hides above the skies. titles include stars the earth astronomy the inner plan
b0009affew,micromat diskstudio ( mac),micromat,99,diskstudio allows you to change the scheme of your hard drive without all the trouble of erasing and reinitializing everything. want to crea
b000feygds,contentbarrier x4 10.4 - single user (mac),intego,49.99,contentbarrier x4 sets up a protective wall around your computer. contentbarrier blocks adult web sites sites with subjects not fit for chil
b000oqjdna,stuffit deluxe 11,aladdin systems,49.99,stuffit deluxe 11 provides a suite of tools that help you access compress manage protect send and backup all your important files and images
b000emcays,tune tools for ipod (win/mac),valusoft,19.99,tune tools for ipod lets you ove your songs from your ipod to another machine. you love your ipod but have you discovered that you can't mov
b00007m5vg,flash action phonics made easy,school zone,14.99,flash action phonics made easy -- this easy-to-use set of learning activities are perfect for your child. it tracks your child's progress as
b000fkbhlg,kaplan sat/act/psat gold 2007 win/mac,topics entertainment,29.99,sat act and psat 2007 gold
b000btac30,enteractive fps creator ( windows ),enteractive inc.,0,with fps creator you can create your own shooter game with pixel-perfect precision. create your game instantly with the intuitive 3d editor 
b000q1pyzo,math success deluxe 2008,topics entertainment,49.99,math success deluxe 2008 offers a full set of educator-approved learning exercises that help children build their math skills. students at a
b000i3g30k,money home & business 2007 win32 eng na mini box us only cd,microsoft,139.43,model- ms-cd19383wi vendor- microsoft corporation features- microsoft money home and business 2007- cd mini box microsoft money 2007 home an
b00007e8d4,multiplication and division grades 3-4,school zone,9.99,on-track multiplication & division grades 3-4 teaches important math concepts the fun & easy way -- through a set of electronic storybooks k
b000ayktam,microsoft digital image suite 2006 plus pinnacle studio 10.0,microsoft,99.95,microsoft digital image suite 2006 plus mini box
b000byr41s,macbackup,macware,29.99,macbackup protects your computer from disaster. the software quickly restores your computer to its original backed up state. a step-by-step 
b000b6n2oe,stubbs the zombie in rebel without a pulse (dvd) (mac),aspyr media,9.99,stubbs the zombie lets you become a man whose luck was so bad dying was the best thing that ever happened to him. in 1933 edward stubblefiel
b000frs438,civil air patrol: search & rescue,abacus,29.99,civil air patrol: search & rescue encapsulates all aspects of real civil air patrol missions. you'll become of the cap's 58 000 members and 
b000gcbov6,the movies (mac),feral interactive,49.95,the movies answers a question that many of us have had: what if you were in charge of a movie studio? imagine if you could make any movie yo
b000gcgq82,atlantis quest,got game,19.99,atlantis quest offers classic-style matching gameplay with a dazzling new twist. embark on a journey across ancient greece babylon carthage 
b000fncu3m,ulead videostudio 10,corel,69.99,ulead videostudio 10 is the editing and dvd authoring software that lets anyone do more with video. create fully-interactive dvd motion menu
b000hcu7b8,guild wars nightfall,ncsoft,49.99,guild wars: nightfall takes you to the continent of elona for epic role-playing and fantasy adventure! elona is a land of wealth and power p
b000h27puo,montage (mac),mariner software,149.95,montage 1.0 is the only screenwriting software exclusively developed for mac os x. it melds a simple user interface with powerful and intuit
b000gcd6qc,giggles computer funtime for baby - shapes (win/mac),navarre (software),24.95,
b000exs456,sony acid pro 6 professional music workstation,sony pictures digital entertainment,499.95,acid pro 6 helps your musical creations stand apart from the crowd. its automatic time-loop stretching and and tempo-matching technology hel
b00029rapc,calculation skills v1 add & sub - basic - core learning,sos aggregation company,0,this four volume series builds fundamental calculation competence with four core arithmetic operations. two volumes provide calculation prac
b000ag5sb0,sony super duper music looper,sony media software,19.99,sony's super duper music looper is the fun way to create music. wake up your child's creative talents by giving them a full recording studio
b0000dk573,learn to play chess with fritz and chesster (mac),viva media,29.99,learn to play chess with fritz & chesster lets you be king for a day in a world where chess rules!
b000oajy8a,adobe photoshop cs2 advanced techniques by julieanne kost,software cinema,0,methods taught in this program will launch you into advanced realms and give you an artistic edge. master the fearful pen tool. automate you
b000in351k,quickverse mac bible study 2007 gold box,findex,349.95,quickverse mac gold edition is the tool for the serious bible scholar who wants to learn the truth behind the bible! you'll have access to a
b000bdezfw,adobe framemaker 7.2 (windows),adobe,1445.9,adobe framemaker 7.2 software delivers an enterprise-class authoring and publishing solution that combines the simplicity of word processing
b000ovnlxs,sound forge 9.0,sony media,399.96,sound forge 9 is the industry standard for editing and production. create and edit stereo and multichannel audio files with speed and precis
